esco_oc_key|preflabel_en|ox_max_prob|ox_avg_prob|ox_label|isco_oc_key_l4|isco_preflabel_l4|isco_oc_key_l3|isco_preflabel_l3|isco_oc_key_l2|isco_preflabel_l2|isco_oc_key_l1|isco_preflabel_l1|oc_key_jv|all_jv|at_jv|be_jv|bg_jv|ch_jv|cy_jv|cz_jv|de_jv|dk_jv|ee_jv|el_jv|es_jv|fi_jv|fr_jv|hr_jv|hu_jv|ie_jv|is_jv|it_jv|li_jv|lt_jv|lu_jv|lv_jv|mt_jv|nl_jv|no_jv|pl_jv|pt_jv|ro_jv|se_jv|si_jv|sk_jv|uk_jv|oc_key_cvdes|all_cvdes|at_cvdes|be_cvdes|bg_cvdes|ch_cvdes|cy_cvdes|cz_cvdes|de_cvdes|dk_cvdes|ee_cvdes|el_cvdes|es_cvdes|fi_cvdes|fr_cvdes|hr_cvdes|hu_cvdes|ie_cvdes|is_cvdes|it_cvdes|li_cvdes|lt_cvdes|lu_cvdes|lv_cvdes|mt_cvdes|nl_cvdes|no_cvdes|pl_cvdes|pt_cvdes|ro_cvdes|se_cvdes|si_cvdes|sk_cvdes|uk_cvdes|oc_key_cvlast|all_cvlast|at_cvlast|be_cvlast|bg_cvlast|ch_cvlast|cy_cvlast|cz_cvlast|de_cvlast|dk_cvlast|ee_cvlast|el_cvlast|es_cvlast|fi_cvlast|fr_cvlast|hr_cvlast|hu_cvlast|ie_cvlast|is_cvlast|it_cvlast|li_cvlast|lt_cvlast|lu_cvlast|lv_cvlast|mt_cvlast|nl_cvlast|no_cvlast|pl_cvlast|pt_cvlast|ro_cvlast|se_cvlast|si_cvlast|sk_cvlast|uk_cvlast
b37d15b3-402e-4792-8292-f18c0de7aca6|mobile devices technician|0.93|0.58||C7422|Information and communications technology installers and servicers|C742|Electronics and telecommunications installers and repairers|C74|Electrical and electronic trades workers|C7|Craft and related trades workers|b37d15b3-402e-4792-8292-f18c0de7aca6|77475|963|49|31|342|1|282|24421|15|25|2|1|413|2||148|||11|2|3|11|3|5|4759|336|2064|207|997|4456|76||37850|b37d15b3-402e-4792-8292-f18c0de7aca6|918|11|14|38|5|8|10|44|1|3|58|109|9|21|136|26|7|2|186||6|2|5|2|5|6|44|29|78|13|13|6|21|b37d15b3-402e-4792-8292-f18c0de7aca6|361|3|2|21|2|3|3|18|2|2|18|61|7|8|46|10|2|1|52||3|2|1||6|3|21|22|32||2|1|7
b3855886-bfee-4fd9-827e-2a0b6b4b4441|mine ventilation engineer|0.49|0.13||C2144|Mechanical engineers|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b3867d0a-e902-4d88-b0c2-3e0d2cf35c83|hazardous materials inspector|0.94|0.53||C3257|Environmental and occupational health inspectors and associates|C325|Other health associate professionals|C32|Health associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89|railway station manager|0.59|0.59|0|C1324|Supply, distribution and related managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers|b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89|120007|3024|22213|9|95||686|5235|33|87|||169|9166||132|30|3|4|6|8|198|50|7|3965|523|750|25|1302|1373|109|2|70803|b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89|1296|13|33|47|7|2|18|92|4|13|40|198|28|128|75|30|5|1|225||26|5|11|1|22|15|42|57|69|30|15|10|34|b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89|634|11|22|26|4||10|35|2|6|23|80|11|73|36|15|1||89||10|2|11|1|13|8|20|27|54|11|8|6|19
b3b32930-05f0-4b2e-93bf-34d1e3f89a3b|flight instructor|0.71|0.37||C3153|Aircraft pilots and related associate professionals|C315|Ship and aircraft controllers and technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b3b79192-f6e0-4aa0-92d1-f876508e05b3|costume maker|0.84|0.84||C7531|Tailors, dressmakers, furriers and hatters|C753|Garment and related trades workers|C75|Food processing, wood working, garment and other craft and related trades workers|C7|Craft and related trades workers|b3b79192-f6e0-4aa0-92d1-f876508e05b3|19312|1054|236|1289|36|5|226|3661|7|103|55|1|271|2055||979|80|1|827||65|11|486|18|176|37|4554|485|2136|238|155||65|b3b79192-f6e0-4aa0-92d1-f876508e05b3|73|2|2|4|1||2|1|1||2|6|4|1|5|2|2|1|26||||||||5||3|1|||2|b3b79192-f6e0-4aa0-92d1-f876508e05b3|46|1||1|2|||2|||1|3||1|1|1|1||18||1||1||||3||7||||2
b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51|carpet weaver|0.52|0.52||C7318|Handicraft workers in textile, leather and related materials|C731|Handicraft workers|C73|Handicraft and printing workers|C7|Craft and related trades workers|b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51|5734|8|1036|678|6||265|177||14|9||2|1906||52|||57||50||23||11|34|393|31|670|12|||300|b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51|84|1|1|3|1|||1|||3|9|2|1|6|2||1|36|||||1|||3|4|4||3|1|1|b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51|29|||1||||||||4||1|2|2|1||14||||||||1|1|||1||1
b3ce981c-5b32-4de2-8e53-502a6357b2bc|credit risk analyst|0.98|0.51|1|C3312|Credit and loans officers|C331|Financial and mathematical associate professionals|C33|Business and administration associate professionals|C3|Technicians and associate professionals|b3ce981c-5b32-4de2-8e53-502a6357b2bc|242646|734|31958|521|420|13|351|169952|54|9|24|195|74|3091||195|597|15|929|4||127|5|33|2238|619|716|178|45|915|13|3|28618|b3ce981c-5b32-4de2-8e53-502a6357b2bc|815|5|29|33|8|5|9|39|3|2|41|88|9|104|29|24|7||185||4|3|2|1|18|3|25|29|53|19|7|3|28|b3ce981c-5b32-4de2-8e53-502a6357b2bc|523|3|16|39|7|3|9|21|1|3|20|48|5|51|12|19|4|1|94||2|2|7|3|11|1|26|26|54|8|2|2|23
b3e459a2-0103-4182-8882-c255d474a7ff|tax policy analyst|0.43|0.43|0|C2631|Economists|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b3ebf55f-5e50-4262-946a-f08d7fbe29b2|healthcare specialist lecturer||||C2310|University and higher education teachers|C231|University and higher education teachers|C23|Teaching professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b42c5ed4-c6e4-4694-934f-96127719cc43|facilities manager|0.75|0.36||C1219|Business services and administration managers not elsewhere classified|C121|Business services and administration managers|C12|Administrative and commercial managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b42d8731-386b-4d34-a824-4b736feee1e5|title closer|0.97|0.68||C3334|Real estate agents and property managers|C333|Business services agents|C33|Business and administration associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b4306d87-7992-47fc-914a-4485a4e7003c|food grader|0.94|0.68||C7515|Food and beverage tasters and graders|C751|Food processing and related trades workers|C75|Food processing, wood working, garment and other craft and related trades workers|C7|Craft and related trades workers|b4306d87-7992-47fc-914a-4485a4e7003c|6115||288|6|6|1|236|91||11|1||20|2120|1|29|1||52||7|2|19|5|486|3|53|5||55|8||2609|b4306d87-7992-47fc-914a-4485a4e7003c|243|1|4|1|||2|5||1|2|77||9|7|3|2||83||3|1|||3||11|13|10||1|1|3|b4306d87-7992-47fc-914a-4485a4e7003c|58|||1|||1|2|||3|21||3||1|2||11||1|||||1|4|2|3||||2
b471350e-23ce-4789-a821-5500b28cffe1|court enforcement officer|0.99|0.66|1|C3411|Legal and related associate professionals|C341|Legal, social and religious associate professionals|C34|Legal, social, cultural and related associate professionals|C3|Technicians and associate professionals|b471350e-23ce-4789-a821-5500b28cffe1|36182|313|440|8|42|1|979|21011|11|17|70|5|883|1||1|||||2|1|21|49|550|22|185|12|289|350|30||10889|b471350e-23ce-4789-a821-5500b28cffe1|84|2|2|2|||1|2||1|1|15||3||4|||15||1|1|2||1||3|9|9|2|3||5|b471350e-23ce-4789-a821-5500b28cffe1|28|1|2||1|||2|||1|6||2||3|||4||||||1|1|1|2|1||||
b476f45f-2c79-44d5-a4d7-fa357aa83074|guide|0.91|0.35||C5113|Travel guides|C511|Travel attendants, conductors and guides|C51|Personal service workers|C5|Service and sales workers|b476f45f-2c79-44d5-a4d7-fa357aa83074|23280|127|2440|141|50|3|125|304|6|3|25|77|362|10519|6|18|52|10|63||3|9|26|39|144|371|118|50|56|516|18|1813|5786|b476f45f-2c79-44d5-a4d7-fa357aa83074|1843|13|76|26|6|5|29|65|8|7|38|339|45|85|59|41|10|6|654||20||6|1|33|15|46|74|40|34|23|7|32|b476f45f-2c79-44d5-a4d7-fa357aa83074|464|4|17|11|1|1|4|13|4|1|3|95|17|23|12|9||3|170||4|1||1|3|1|16|23|8|6|5|1|7
b493b10d-7131-4814-93bb-a2c1be4a095f|office equipment repair technician|0.91|0.54||C7421|Electronics mechanics and servicers|C742|Electronics and telecommunications installers and repairers|C74|Electrical and electronic trades workers|C7|Craft and related trades workers|b493b10d-7131-4814-93bb-a2c1be4a095f|69585|2054|228|26|394|3|533|62233|15|||21|629|26|3||17||1|2||10|14|14|1145|76|1090|151|148|636|115||1|b493b10d-7131-4814-93bb-a2c1be4a095f|417|7|2|18||1|6|35|1|3|8|55|5|10|49|19|4||93||4|2||1|3|4|36|10|26|4|6||5|b493b10d-7131-4814-93bb-a2c1be4a095f|236|5|3|11||1|1|12|1|4|7|33|3|6|23|12|2|2|33||1||2||5|4|11|15|29|2|||8
b49f95f8-c1c8-428f-9f1f-5f5abae55e51|import export manager in live animals|0.59|0.59|0|C1324|Supply, distribution and related managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b4bff870-5c8f-4c33-b07f-f04d79830633|airline food service worker|0.96|0.93||C5246|Food service counter attendants|C524|Other sales workers|C52|Sales workers|C5|Service and sales workers|b4bff870-5c8f-4c33-b07f-f04d79830633|54128|3009|3560|8|9||731|6874|||||2785|29154||34||||||49|83|76|3029|688|807|2059|100|1038|34||1|b4bff870-5c8f-4c33-b07f-f04d79830633|358||4|3|||3|4|1||6|86|12|8|2|6|||177||1||||2|3|3|11|4|14|||8|b4bff870-5c8f-4c33-b07f-f04d79830633|119|1||1|||1|1|1|1|4|22|3|2|1||||63|||||||||13|1|2|||2
b4c6d1b0-929e-48be-9f67-47bd8c30658b|roofer|0.9|0.90||C7121|Roofers|C712|Building finishers and related trades workers|C71|Building and related trades workers, excluding electricians|C7|Craft and related trades workers|b4c6d1b0-929e-48be-9f67-47bd8c30658b|82528|2562|8377|29|3070||813|21804|97|77|3|11|1629|25429||84|50|1|20|9|31|198|74|3|11348|275|4340|43|81|579|441|35|1015|b4c6d1b0-929e-48be-9f67-47bd8c30658b|68||3|2|1||3|1|||2|4||4|9|2|||10||1||1||1|1|10||10||1||2|b4c6d1b0-929e-48be-9f67-47bd8c30658b|47||2|4|||2|5||||2||3|3|2||1|5||2||1||||9|1|4||||1
b4f08f2e-3c97-4484-9094-446a17dad802|motion picture film developer|0.99|0.99||C8132|Photographic products machine operators|C813|Chemical and photographic products plant and machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|b4f08f2e-3c97-4484-9094-446a17dad802|1552|46|4|1|36||30|131|||4|1|5|1205||1|||8|||2|1|6|10|9|15|2|14|21||||b4f08f2e-3c97-4484-9094-446a17dad802|50|1|1||1||||2|1|2|14||1|1|4|||8||||||1|1|2|1|5|1|||3|b4f08f2e-3c97-4484-9094-446a17dad802|15||||||1||||3|4||1|||||2||||||||1|1|1||||1
b4f4b21e-7664-45ca-9697-9123cfd8c9ef|pile driving hammer operator|0.95|0.89||C8342|Earthmoving and related plant operators|C834|Mobile plant operators|C83|Drivers and mobile plant operators|C8|Plant and machine operators and assemblers|b4f4b21e-7664-45ca-9697-9123cfd8c9ef|73139|3204|478|704|1282||1986|19438|91|194|134|17|3335|19962|2|506|580|5|110|5|121|131|268|22|5183|1400|7559|791|1832|1379|823|185|1412|b4f4b21e-7664-45ca-9697-9123cfd8c9ef|272|1|3|12|4||5|9|2|1|8|46|5|18|38|2|1||26||3|1|5||3|4|20|10|36|3|4||2|b4f4b21e-7664-45ca-9697-9123cfd8c9ef|186|1||9|2||3|7||1|8|36|1|12|30|1|1||16||2|1|2||1|1|19|9|16|1|3||3
b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba|cattle breeder|0.95|0.76||C6121|Livestock and dairy producers|C612|Animal producers|C61|Market-oriented skilled agricultural workers|C6|Skilled agricultural, forestry and fishery workers|b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba|15927|88|400|210|30|2|1528|3664|21|480|2||252|5887||510|27||9||44||132||641|293|733|39|54|597|74|84|126|b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba|329|1|3|22|3||13|7|6|2|4|34|8|5|26|15|1|2|50||8||1||2||15|9|76|2|4|3|7|b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba|93||1|1||1|2|5|1|2|2|10|4|4|9|3|1||14||||1||3||8|4|13|||2|2
b50ae5f6-3f67-4cc7-92bb-6cec7214bfc4|motor vehicle engine tester|0.81|0.48||C3115|Mechanical engineering technicians|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b53209fa-ba54-4a7a-b71c-bcc8014053ec|import export specialist in machinery, industrial equipment, ships and aircraft|0.99|0.99||C3331|Clearing and forwarding agents|C333|Business services agents|C33|Business and administration associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b55718eb-e8ff-4485-8ad0-bbac32cbd77b|advertising media planner|0.61|0.32|1|C2431|Advertising and marketing professionals|C243|Sales, marketing and public relations professionals|C24|Business and administration professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b558a934-9308-48fc-b03b-bea8e23ab085|membranophone musical instruments maker|0.91|0.46||C7312|Musical instrument makers and tuners|C731|Handicraft workers|C73|Handicraft and printing workers|C7|Craft and related trades workers|b558a934-9308-48fc-b03b-bea8e23ab085|1670|35|21||15||9|331|2||||1|52|||||7|||1|||1|2|7||7|6|1|4|1168|b558a934-9308-48fc-b03b-bea8e23ab085|32|1|1|||||1||1|3|2||2|4|1|||8||||1|1|||1|1|3|1||||b558a934-9308-48fc-b03b-bea8e23ab085|7||1||||||||2|||1|1||||1|||||||||||1|||
b560456a-bc4d-41a9-94c8-bf8636147246|first aid instructor||||C3253|Community health workers|C325|Other health associate professionals|C32|Health associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b567a979-c556-49fa-8b36-8af6cfe97624|stevedore|0.85|0.51||C9333|Freight handlers|C933|Transport and storage labourers|C93|Labourers in mining, construction, manufacturing and transport|C9|Elementary occupations|b567a979-c556-49fa-8b36-8af6cfe97624|266255|13012|4441|147|183|4|3397|160234|6|||1|5954|16955||2456|38|||1|700|46|433|4|15689|100|3257|142|11749|536|104|994|25672|b567a979-c556-49fa-8b36-8af6cfe97624|860|6|14|11|3|1|13|25|1|4|20|164|23|19|46|51|6|3|139||13||10|4|10|8|58|13|133|14|13|7|28|b567a979-c556-49fa-8b36-8af6cfe97624|300||3|5|1|1|4|10|3|1|5|82|4|13|9|6|2|2|70||1|1|||7|2|9|4|37|6||1|11
b5b8c259-7557-4f5f-9f56-155b038946c1|surface mine plant operator|0.95|0.89||C8342|Earthmoving and related plant operators|C834|Mobile plant operators|C83|Drivers and mobile plant operators|C8|Plant and machine operators and assemblers|b5b8c259-7557-4f5f-9f56-155b038946c1|73139|3204|478|704|1282||1986|19438|91|194|134|17|3335|19962|2|506|580|5|110|5|121|131|268|22|5183|1400|7559|791|1832|1379|823|185|1412|b5b8c259-7557-4f5f-9f56-155b038946c1|272|1|3|12|4||5|9|2|1|8|46|5|18|38|2|1||26||3|1|5||3|4|20|10|36|3|4||2|b5b8c259-7557-4f5f-9f56-155b038946c1|186|1||9|2||3|7||1|8|36|1|12|30|1|1||16||2|1|2||1|1|19|9|16|1|3||3
b5d1912e-89c7-4a66-ab96-0dc5f4f6c426|immunologist|0.3|0.08|0|C2131|Biologists, botanists, zoologists and related professionals|C213|Life science professionals|C21|Science and engineering professionals|C2|Professionals|b5d1912e-89c7-4a66-ab96-0dc5f4f6c426|18549|375|1356|4|73|1|54|2632|145||||214|197|3|11|2||7|||18|10|1|115|541|116|26|108|1756|241|762|9781|b5d1912e-89c7-4a66-ab96-0dc5f4f6c426|1650|7|24|6|14|16|7|62|12|1|58|514|16|70|47|20|6|2|506||7|1|1|3|25|6|29|94|18|18|16|5|39|b5d1912e-89c7-4a66-ab96-0dc5f4f6c426|985|11|22|3|6|7|2|36|7|3|33|269|12|59|24|12|4||330|||||3|19|7|13|47|14|10|4|5|23
b5d2db88-9e2b-4efa-8f2f-0e62a494791e|environmental policy officer|0.23|0.23||C2422|Policy administration professionals|C242|Administration professionals|C24|Business and administration professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b5d76ddd-f59a-491a-9543-f6c0e2d8a950|tour operator representative|0.61|0.26||C4221|Travel consultants and clerks|C422|Client information workers|C42|Customer services clerks|C4|Clerical support workers|b5d76ddd-f59a-491a-9543-f6c0e2d8a950|42076|1253|1841|94|67|8|384|14882|17|40|73|73|267|11042|25|120|119|11|101|2|7|19|18|38|170|244|487|234|502|983|73|29|8853|b5d76ddd-f59a-491a-9543-f6c0e2d8a950|2934|31|91|59|12|9|40|105|18|15|97|394|72|160|151|87|10|5|1061||27|6|10|10|38|9|77|90|94|38|39|13|66|b5d76ddd-f59a-491a-9543-f6c0e2d8a950|858|8|22|16|5|2|7|25|4||23|193|4|62|36|18|6|1|286||3||2|1|11|3|15|34|29|8|12|3|19
b5e21e2b-ab0c-4c8d-8277-d98be4ad79c4|avionics inspector|0.84|0.84||C3114|Electronics engineering technicians|C311|Physical and engineering science technicians|C31|Science and engineering associate professionals|C3|Technicians and associate professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b5eaf231-77ad-4a86-8e54-15cc4398aad2|process engineer|0.029|0.03||C2141|Industrial and production engineers|C214|Engineering professionals (excluding electrotechnology)|C21|Science and engineering professionals|C2|Professionals|b5eaf231-77ad-4a86-8e54-15cc4398aad2|119978|1766|467|19|139||994|18334|2344|||3|664|1645|4|236|||1|1|1|17|238||6|22|2060|205|1133|1869|97|38|87675|b5eaf231-77ad-4a86-8e54-15cc4398aad2|320|3|2|2|2|2|2|20|2|3|9|58|5|10|8|6|2||113||1||||3|3|15|18|13|4|9||5|b5eaf231-77ad-4a86-8e54-15cc4398aad2|132|1|3||1|1|1|12|3||1|36|2|4|4|2|||27||1||||2|1|3|12|8|2|2||3
b5f6bb2c-0602-484d-a87f-9cac33f83010|motorcycle delivery person|0.98|0.57|1|C8322|Car, taxi and van drivers|C832|Car, van and motorcycle drivers|C83|Drivers and mobile plant operators|C8|Plant and machine operators and assemblers|b5f6bb2c-0602-484d-a87f-9cac33f83010|215677|8157|1223|1169|241|2|5416|66412|166|488|857|16|2622|54454|3|394|339|20|623||2425|107|285|168|11388|822|20287|690|10325|6465|1054|431|18628|b5f6bb2c-0602-484d-a87f-9cac33f83010|1674|12|20|115|10|1|41|57|2|11|70|170|8|22|139|39|9|7|324||30|6|19|4|14|12|199|49|223|16|7|6|32|b5f6bb2c-0602-484d-a87f-9cac33f83010|527|5|6|29|3|1|12|22|3|4|24|46|5|9|47|17|3||93||6|3|4|1|4|2|54|19|82|3|3|2|15
b633af32-c8c0-4481-9971-7932ea4b16b5|wood factory manager|0.03|0.03||C1321|Manufacturing managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b65133db-b3de-44d1-88fa-1d3deda08245|law lecturer||||C2310|University and higher education teachers|C231|University and higher education teachers|C23|Teaching professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b65530b8-0b50-49da-8e9e-331b161374a5|broadcast news editor|0.11|0.08||C2642|Journalists|C264|Authors, journalists and linguists|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b66eb697-e65d-4bbb-b51c-d847f6875f1a|craft shop manager|0.16|0.16||C1420|Retail and wholesale trade managers|C142|Retail and wholesale trade managers|C14|Hospitality, retail and other services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b674a89a-4439-4ad5-822d-518036415503|tobacco specialised seller|0.98|0.95||C5223|Shop sales assistants|C522|Shop salespersons|C52|Sales workers|C5|Service and sales workers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b680251e-b3c7-4029-9849-66a95081801c|bank treasurer|0.069|0.07||C1211|Finance managers|C121|Business services and administration managers|C12|Administrative and commercial managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b692b3dd-ff9f-4bbd-b42d-71f828b5aa7e|cigarette tester|0.98|0.98||C7543|Product graders and testers (excluding foods and beverages)|C754|Other craft and related workers|C75|Food processing, wood working, garment and other craft and related trades workers|C7|Craft and related trades workers|b692b3dd-ff9f-4bbd-b42d-71f828b5aa7e|18612|17|20|101|119||1146|12738|1||||5|1||||||3||1|37|50|2895|1|70|107|1216||84|||b692b3dd-ff9f-4bbd-b42d-71f828b5aa7e|117|1|1||1||2|11||2|2|6||5|7|4|||31|||||||1|4|5|27|4|2||1|b692b3dd-ff9f-4bbd-b42d-71f828b5aa7e|24||1|||||3||1||3|||1||||7||||||||2|1|4||||1
b69d9b94-a40c-434d-af8f-e584257314f6|milk heat treatment process operator|0.93|0.82||C8160|Food and related products machine operators|C816|Food and related products machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|b69d9b94-a40c-434d-af8f-e584257314f6|71416|996|135|107|50|2|1153|6116|2|1|||1574|16028||313|21|||||10|105|15|5619|328|2795|259|911|679|33||34164|b69d9b94-a40c-434d-af8f-e584257314f6|741|2|4|23|2||16|27|1|2|23|108|7|9|37|17|2|2|234||8||2|1|7|6|35|27|95|3|16|8|17|b69d9b94-a40c-434d-af8f-e584257314f6|344|2|1|9|||3|10||1|9|50|4|9|14|9|3|2|127||3||2||6|2|21|17|22|3|2|2|11
b6a62e85-5ffe-41aa-8f2a-9959365dfe85|brick and tile caster|0.97|0.81||C8181|Glass and ceramics plant operators|C818|Other stationary plant and machine operators|C81|Stationary plant and machine operators|C8|Plant and machine operators and assemblers|b6a62e85-5ffe-41aa-8f2a-9959365dfe85|14681|6|366|197|7|1|388|870|7|13|4||57|999||47|||||3|5|18|16|47|26|817|121|239|86|7|23|10311|b6a62e85-5ffe-41aa-8f2a-9959365dfe85|70||1|2||1||4|||4|16||2|6|1|||9||3||2||1|1|3|2|6|1|4||1|b6a62e85-5ffe-41aa-8f2a-9959365dfe85|31|||1||1|1|1|||1|3|||2|1|1||4||||||1||7|1|2|1|2||1
b6beb46d-9ed2-4a66-9117-7e3f21f234dd|early years special educational needs teacher|0.016|0.01||C2352|Special needs teachers|C235|Other teaching professionals|C23|Teaching professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b6c851d1-bf09-40aa-aa50-47dde84e7d50|circus arts teacher|0.13|0.13||C2355|Other arts teachers|C235|Other teaching professionals|C23|Teaching professionals|C2|Professionals|b6c851d1-bf09-40aa-aa50-47dde84e7d50|1364|6||36|10||42|154|||||130|97||12||||||||1|3|95|178|1||588|11|||b6c851d1-bf09-40aa-aa50-47dde84e7d50|310|3|4|5|1|2|5|10|3|3|9|119|6|8|9|1||1|70||3||||5|1|7|15|5|1|4|1|9|b6c851d1-bf09-40aa-aa50-47dde84e7d50|114|1|2|4|||2|6|||12|31|2|3|2|4|||19||6|||1|1|1|4|7|2|1|||3
b6f4573d-659f-49ca-a885-850a48d01913|technical sales representative in machinery and industrial equipment|0.25|0.16||C2433|Technical and medical sales professionals (excluding ICT)|C243|Sales, marketing and public relations professionals|C24|Business and administration professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b73c752b-9858-4f53-82de-f3a340cbcae9|epidemiologist|0.3|0.08|0|C2131|Biologists, botanists, zoologists and related professionals|C213|Life science professionals|C21|Science and engineering professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b73f4ce5-13fa-43a0-bbf6-01d7315849b8|social work supervisor|0.25|0.04|0|C2635|Social work and counselling professionals|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b7474960-a03e-46c3-88ce-81575cb8f657|perfume and cosmetics distribution manager|0.59|0.59|0|C1324|Supply, distribution and related managers|C132|Manufacturing, mining, construction, and distribution managers|C13|Production and specialised services managers|C1|Managers||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b7507136-e71e-47e8-b873-e77d5cdf2922|youth worker|0.25|0.04|0|C2635|Social work and counselling professionals|C263|Social and religious professionals|C26|Legal, social and cultural professionals|C2|Professionals||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
b76178c0-a03a-4793-b079-1e61e636c521|business developer|0.61|0.32|1|C2431|Advertising and marketing professionals|C243|Sales, marketing and public relations professionals|C24|Business and administration professionals|C2|Professionals|b76178c0-a03a-4793-b079-1e61e636c521|203055|6160|491|19|240||946|20896|159|1|1|42|8696|13||242|63||10|2|1|8|134|88|5058|982|4884|428|530|5405|259|2|147295|b76178c0-a03a-4793-b079-1e61e636c521|5242|66|206|84|43|21|65|313|54|19|120|766|112|524|184|141|47|4|1425|1|41|23|25|7|132|38|114|166|148|91|65|18|179|b76178c0-a03a-4793-b079-1e61e636c521|2562|30|104|48|23|4|24|166|30|8|76|386|40|326|67|62|13|3|615||22|11|9|3|67|13|53|82|99|53|29|10|86
