from_oc_key|to_oc_key|skill_match_pct
00ab29a3-6d4a-4df9-b46d-de31069e36e8|d7d986e1-7333-431b-9719-0c5c6939e360|0.50
00ab5610-e715-428f-99f6-b1e5e469dbcd|4b709f9e-6112-4d58-81b0-2d6e6a69d61b|0.19
00ab5610-e715-428f-99f6-b1e5e469dbcd|68ffc53b-6067-4fe7-bd85-c96f4a6c1e45|0.15
00ab5610-e715-428f-99f6-b1e5e469dbcd|b4306d87-7992-47fc-914a-4485a4e7003c|0.15
00c8d1cf-24f2-47d1-9f10-765e1c102811|490d0c6f-0dc8-4825-9f17-207749fb1785|0.10
00c8d1cf-24f2-47d1-9f10-765e1c102811|579254cf-6d69-4889-9000-9c79dc568644|0.10
00c8d1cf-24f2-47d1-9f10-765e1c102811|8b8ae0a5-342c-43ae-b856-e1fea6fd6d1c|0.10
00cee175-1376-43fb-9f02-ba3d7a910a58|03e02554-15d1-4697-960c-8909e7d36f7e|0.77
00cee175-1376-43fb-9f02-ba3d7a910a58|3a15ec1b-9250-41a0-9344-feb2956481b7|0.80
00cee175-1376-43fb-9f02-ba3d7a910a58|e75305db-9011-4ee0-ab62-8d41a98f807e|0.63
00fdad73-4551-4e43-b256-1d4a3759db1e|4311b9e0-064e-41bc-b120-5eb21f337780|0.93
00fdad73-4551-4e43-b256-1d4a3759db1e|65beb253-61b0-4f8f-9c3c-49419913fd18|0.93
00fdad73-4551-4e43-b256-1d4a3759db1e|b87a7a27-ee74-4e5e-b274-84a3cab27bf4|1.00
01205776-db8d-4588-a6a6-56d0b9c660a9|0ee67d5e-8de9-48f0-97c5-ba23d486b1e9|0.26
01205776-db8d-4588-a6a6-56d0b9c660a9|5d601b40-7e0e-404e-bbff-bb98e147437c|0.26
01205776-db8d-4588-a6a6-56d0b9c660a9|9e1e8379-6377-4969-b141-0d2337218fc9|0.26
01484951-15e6-4b88-a20f-1201868d36a0|1009be17-7efd-45f1-a033-566bf179c588|0.36
01484951-15e6-4b88-a20f-1201868d36a0|8f10ea9b-bfdf-4a4c-9fa7-b6e02daa93e5|0.30
01484951-15e6-4b88-a20f-1201868d36a0|b10dc548-10e1-4447-8406-5101ff170bbf|0.55
0152b59d-5005-470c-9273-ef321477d8dc|0663da10-e42c-41e8-992c-07d00ac97bea|0.21
0152b59d-5005-470c-9273-ef321477d8dc|745c8bb3-b50b-4380-9377-1b68a6576986|0.29
0152b59d-5005-470c-9273-ef321477d8dc|85fdd1cb-98d3-4c40-a868-1078ce770440|0.29
01649ae9-22ee-4dba-83a8-3a2c51fbbe95|2c1ed9dd-9799-4882-8bfa-40b841f7d4a1|0.42
01649ae9-22ee-4dba-83a8-3a2c51fbbe95|53db8c0d-7aed-47aa-a339-eb9d485d25dc|0.42
01649ae9-22ee-4dba-83a8-3a2c51fbbe95|c9d89e09-d57f-4980-9164-880e60711e97|0.44
0181835d-dd00-49e2-9fc4-e1382a65957f|046574a1-9bb3-4a80-8a7b-83dc7db1dae2|0.40
0181835d-dd00-49e2-9fc4-e1382a65957f|18fbb1f8-eceb-4bf4-8fc7-932b8f6130cd|0.40
0181835d-dd00-49e2-9fc4-e1382a65957f|20db07fc-cc02-46aa-a4fc-b3c73ba8fa8f|0.40
01989dd8-36c0-43cc-a82d-2bfc409de9c4|579254cf-6d69-4889-9000-9c79dc568644|0.15
01989dd8-36c0-43cc-a82d-2bfc409de9c4|b2cede50-82bb-4684-9f11-1930e12ad672|0.15
01989dd8-36c0-43cc-a82d-2bfc409de9c4|d7d986e1-7333-431b-9719-0c5c6939e360|0.22
01a83071-6533-4675-b2da-f0c6d02669f5|30f3ea93-882a-4525-841c-1d5b4b64076f|0.47
01a83071-6533-4675-b2da-f0c6d02669f5|a2b81132-2147-4c8e-b250-e6290ed906ea|0.34
01a83071-6533-4675-b2da-f0c6d02669f5|e91bc34c-0c4f-4ac9-8e2f-8f337d75f9ca|0.41
01bcac9f-7881-4664-bd63-dea700e3b117|072279cf-ed39-47e7-af23-ee6df571eb24|0.58
01bcac9f-7881-4664-bd63-dea700e3b117|2bf5169b-2c89-451a-9274-e2b4bc1f9487|0.74
01bcac9f-7881-4664-bd63-dea700e3b117|d1a554d0-7ad6-4d42-897e-ed31d022fb0b|0.68
01da600c-ddb3-4a37-95e9-5301b459ae90|29a36f21-da45-4a01-b015-cac4445e5025|0.07
01da600c-ddb3-4a37-95e9-5301b459ae90|2ecbed9c-0143-4cc9-b047-d1746aeec206|0.07
01da600c-ddb3-4a37-95e9-5301b459ae90|fcab4bb1-c05b-43e3-98d8-f60b13c152f2|0.14
01ffb917-98dc-48c1-91ad-93c4104e791d|579254cf-6d69-4889-9000-9c79dc568644|0.33
01ffb917-98dc-48c1-91ad-93c4104e791d|d7d986e1-7333-431b-9719-0c5c6939e360|0.27
01ffb917-98dc-48c1-91ad-93c4104e791d|f9433fdb-dde1-46cf-9e91-b49d243946a7|0.52
021663ca-a367-472e-a1f0-6d8ab5b2d860|4b05bef2-ded4-4b09-ab94-f4c6a555a775|0.30
021663ca-a367-472e-a1f0-6d8ab5b2d860|8d703e8f-1e57-4246-8a6b-cb87a760d4ab|0.33
021663ca-a367-472e-a1f0-6d8ab5b2d860|9c55aa23-e3f2-4c00-8c90-5ed5204951a3|0.30
02375132-3290-4221-bf55-d93ec61a3bf3|3562e70c-016c-455c-b949-521a367418a5|0.30
02375132-3290-4221-bf55-d93ec61a3bf3|939e05ea-2589-4e3c-a501-eea2bdd6864a|0.30
02375132-3290-4221-bf55-d93ec61a3bf3|b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51|0.30
02447817-ea01-4d8b-b09c-8bc128e447e6|05f321f8-055b-407d-bf19-e0ddabda56b7|0.20
02447817-ea01-4d8b-b09c-8bc128e447e6|18cff178-4ef0-46c9-a6e5-f6f38179cdcb|0.34
02447817-ea01-4d8b-b09c-8bc128e447e6|41a8e7c8-e1d8-4984-9b3c-dbbad1699f83|0.17
0249b723-1d20-4ff9-8623-d20b98d0b4a4|00913533-5237-4870-9003-d1cb806603c9|0.90
0249b723-1d20-4ff9-8623-d20b98d0b4a4|03b55cb5-9735-4582-8e20-2b1cb76635cb|0.90
0249b723-1d20-4ff9-8623-d20b98d0b4a4|980c52f3-0054-45b1-a6f1-20ee8a1e8b9e|0.93
02609ece-cea3-43fa-bf38-b6fb821f28b2|425ed170-bf90-42c9-b5bd-148282ed96ff|0.41
02609ece-cea3-43fa-bf38-b6fb821f28b2|bcc2c1db-f969-4355-bebf-4878ff6c2a94|0.35
02609ece-cea3-43fa-bf38-b6fb821f28b2|f4e3dd1c-f86b-4a69-8887-547255eadc79|0.38
026401a9-7d56-4d7b-8052-38985ddbeafa|0ee5a71a-3c85-48af-bf81-824d3561737a|0.64
026401a9-7d56-4d7b-8052-38985ddbeafa|15151ba4-fbf2-4fd9-8dde-2abbc6ec362c|0.64
026401a9-7d56-4d7b-8052-38985ddbeafa|b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba|0.64
0264b794-3771-47aa-a675-78bf13b62ee7|42c769cd-4c60-4bac-94d2-29a492b82b74|0.16
0264b794-3771-47aa-a675-78bf13b62ee7|929ef41d-afd0-4d5a-b85b-69eab68fa368|0.28
0264b794-3771-47aa-a675-78bf13b62ee7|974d4eab-fbee-4c52-b16e-73bdd8c25b53|0.16
026a5233-cad9-4b1d-8852-22c2685ab34e|21a42cfb-68c7-4f84-bdd7-81de07a6fff3|0.33
026a5233-cad9-4b1d-8852-22c2685ab34e|7afeee90-5672-470d-b061-24ffaafb2fc9|0.29
026a5233-cad9-4b1d-8852-22c2685ab34e|7c64479f-7a76-49e9-ac42-bd925f2bf99d|0.24
029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3|18232485-5f8b-4c53-80f2-3d9f8f9d0e20|0.58
029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3|2bf5169b-2c89-451a-9274-e2b4bc1f9487|0.75
029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3|bda98f02-4f92-4015-a0c8-b86b8abc711a|0.75
02b5b7b0-b856-4ac7-924c-8c35c7880b2a|4b6b09e6-e1f6-46d8-b16a-d3522c367983|0.16
02b5b7b0-b856-4ac7-924c-8c35c7880b2a|ce5b1eb1-5862-4f00-a813-0f90aecd5ef5|0.18
02b5b7b0-b856-4ac7-924c-8c35c7880b2a|ecac98ea-9fc3-4475-9b23-8af94f41603d|0.16
02bd7cac-8263-4425-b03d-19001ffe8787|5945cba8-19a4-4632-8a8f-4186e2bad1a3|0.34
02bd7cac-8263-4425-b03d-19001ffe8787|802d3a2f-b966-42e3-94df-683adfcff20c|0.28
02bd7cac-8263-4425-b03d-19001ffe8787|e93d5c8d-1219-4c11-91d7-9d0ab8d9c08e|0.28
02d4f153-8e43-444d-8bd4-8171d49eab12|1d8545df-e3d8-4ece-9449-0f2940e97e7c|0.29
02d4f153-8e43-444d-8bd4-8171d49eab12|63042e8f-dd59-47fe-87f3-3b2ce21f196a|0.29
02d4f153-8e43-444d-8bd4-8171d49eab12|bc6649ff-05f8-4c98-9db6-9be0d13883a9|0.29
02e19186-458f-40eb-9e78-31c656d12ac7|53cdd34e-22f2-41bd-b3c7-de22bf9bbcae|0.34
02e19186-458f-40eb-9e78-31c656d12ac7|6aef7360-8c4a-4e1a-a402-b1e207101dc8|0.38
02e19186-458f-40eb-9e78-31c656d12ac7|fae51298-03a8-4df4-829a-685dddc1580e|0.44
02e94cd6-8e6d-4e9b-b695-edb460c70528|41a51397-089d-459d-9b7e-f1cdee5ad6bb|0.45
02e94cd6-8e6d-4e9b-b695-edb460c70528|6d16c41d-81a7-44a9-836d-7aed46ccb955|0.42
02e94cd6-8e6d-4e9b-b695-edb460c70528|db3b1cb9-8460-4de0-8fc7-aff7a9a74b7e|0.45
02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2|81480b40-a318-47f3-9b2c-56b69ed67d95|0.11
02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2|c5d36eef-df20-47a8-a332-5b4358fa83e3|0.10
02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2|d84bf1d7-ef99-40c4-a407-3791d6531b44|0.10
02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a|3b755cda-c4b0-4fa1-8621-372f28ccc2e9|0.51
02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a|6afe39e2-2674-45db-b05c-a6cab02fe25b|0.59
02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a|9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e|0.56
02f26b2f-879c-4811-8381-65e8dd3f4a16|8a0c1556-f616-4d41-a03c-8a093a644807|0.67
02f26b2f-879c-4811-8381-65e8dd3f4a16|a659968d-0804-4357-bc60-735e4d41e65c|0.71
02f26b2f-879c-4811-8381-65e8dd3f4a16|ef6020f9-11b4-4d1a-96e0-903331594121|0.67
02ff199e-38b3-45fd-b659-68846cfeeb92|0763c810-8ac6-4e39-867d-780a11af26e0|0.30
02ff199e-38b3-45fd-b659-68846cfeeb92|3df28a39-9bfe-4e36-b394-a189ef967a74|0.30
02ff199e-38b3-45fd-b659-68846cfeeb92|bc61af54-0c3b-411c-a434-4b0d23c6fcce|0.27
032d4115-03ec-49c9-853d-678f8a41969b|632e61c8-4e4b-44c7-b213-6dd5a174b143|1.00
032d4115-03ec-49c9-853d-678f8a41969b|87426cf2-9e36-46a4-aa4f-6a8d20dd93d6|0.96
032d4115-03ec-49c9-853d-678f8a41969b|ee5f8b2f-4b40-4426-8290-a6926ae4898b|0.96
034cad59-e666-4770-a7ef-a337257f8072|1044dedc-81d1-48b6-96b3-ced5393b2de1|0.44
034cad59-e666-4770-a7ef-a337257f8072|976cbfcc-8958-4800-a435-71d15405a42a|0.44
034cad59-e666-4770-a7ef-a337257f8072|f89b12a1-689f-4a4f-8695-abb620810f1e|0.42
03632d98-0ae3-4dd2-941c-3b48de9a0219|6066ed14-ace3-4352-b656-2b621fd7bc88|0.78
03632d98-0ae3-4dd2-941c-3b48de9a0219|ce6230b8-154f-4e0b-ac03-dca3a269a19c|0.56
03632d98-0ae3-4dd2-941c-3b48de9a0219|db4f28ff-c208-4830-ab8b-4b07776db134|0.56
0368c4d4-94cf-4168-a84d-283a25880e0d|0d21a30d-25d9-427b-b8e4-339408425ff5|0.29
0368c4d4-94cf-4168-a84d-283a25880e0d|6426ada1-4d8c-4612-99e3-91bc569805ee|0.56
0368c4d4-94cf-4168-a84d-283a25880e0d|81cc1583-3614-4207-8e54-00b8cd4ddf09|0.42
036dc42f-bd4d-4533-a3cc-fcd313227ce3|7d599049-d15a-4fda-afe9-b334b0614ec7|0.35
036dc42f-bd4d-4533-a3cc-fcd313227ce3|88a34087-311e-497e-ad81-a6843b9b461e|0.35
036dc42f-bd4d-4533-a3cc-fcd313227ce3|c3cae318-8b15-4339-a617-1a66b9ff6609|0.35
03b2f112-a891-461d-a8d4-effb9dcf2df6|107d21c6-973b-411c-89fd-69da48d29ada|0.23
03b2f112-a891-461d-a8d4-effb9dcf2df6|d7d986e1-7333-431b-9719-0c5c6939e360|0.26
03b2f112-a891-461d-a8d4-effb9dcf2df6|fcbb66f5-843b-4152-9ce4-e7b19c2a88d9|0.32
03b55cb5-9735-4582-8e20-2b1cb76635cb|47b747bb-5bbf-40d5-aa3e-8d4a79238502|0.74
03b55cb5-9735-4582-8e20-2b1cb76635cb|9e81adde-9983-44fa-b74b-c548d0dbfbdd|0.74
03b55cb5-9735-4582-8e20-2b1cb76635cb|f88fb9dd-5a46-4086-a284-b1992174e55c|0.74
03b9d7c4-9590-4e0d-97a7-470254e165d4|41beead9-98ad-4c89-b6e0-a14149f4eeab|0.88
03b9d7c4-9590-4e0d-97a7-470254e165d4|547b304b-9a72-4717-9b24-b7046df5f64e|1.00
03b9d7c4-9590-4e0d-97a7-470254e165d4|a10222e7-1940-4ca3-86c1-99b115535969|0.84
03d79393-7b30-4159-945b-01963eddd302|3b755cda-c4b0-4fa1-8621-372f28ccc2e9|0.41
03d79393-7b30-4159-945b-01963eddd302|76a950cb-3def-47f4-895d-555ad138657e|0.39
03d79393-7b30-4159-945b-01963eddd302|8befd482-70e2-4d1e-8a09-091e15fe85c3|0.39
03e02554-15d1-4697-960c-8909e7d36f7e|00cee175-1376-43fb-9f02-ba3d7a910a58|0.62
03e02554-15d1-4697-960c-8909e7d36f7e|3a15ec1b-9250-41a0-9344-feb2956481b7|0.67
03e02554-15d1-4697-960c-8909e7d36f7e|e75305db-9011-4ee0-ab62-8d41a98f807e|0.41
040f62f5-d570-4d3f-b732-c8ea4afc2738|16bf6d6f-64ec-4f80-9070-f81a7b179d53|0.38
040f62f5-d570-4d3f-b732-c8ea4afc2738|37f7677a-97d1-420b-a8b0-09339472121f|0.43
040f62f5-d570-4d3f-b732-c8ea4afc2738|e34b93ec-5e11-4858-ba1e-e245c4c39cec|0.40
040fcfa5-24be-43eb-afd5-828297175b16|01bcac9f-7881-4664-bd63-dea700e3b117|0.17
040fcfa5-24be-43eb-afd5-828297175b16|87afe3f0-c891-45de-a498-ad2608471c86|0.25
040fcfa5-24be-43eb-afd5-828297175b16|d1a554d0-7ad6-4d42-897e-ed31d022fb0b|0.17
044d78cc-f62f-4532-83a5-8e04f2889652|5ac377d2-e1d0-4911-a299-b4ef2782a0ba|0.36
044d78cc-f62f-4532-83a5-8e04f2889652|6c999fc7-c6b7-4ef3-a4b9-af124a1783a2|0.36
044d78cc-f62f-4532-83a5-8e04f2889652|c8505fa5-0a33-4143-bd87-f24f569e8813|0.25
0458929a-f6c9-40ed-8ce3-caa9f03a6b5b|7cd070f5-b5dd-4228-bdcf-0419dbacfcf4|0.39
0458929a-f6c9-40ed-8ce3-caa9f03a6b5b|db25e659-d77c-4f4a-a8a2-ee199d060345|0.39
0458929a-f6c9-40ed-8ce3-caa9f03a6b5b|e0b347de-f88b-4f69-b7d0-0a965e41f0d5|0.36
045f05f2-4ff8-46b2-9d08-e12a81657498|14eb2c85-fce5-40b6-bcd0-46ac99994b0d|0.19
045f05f2-4ff8-46b2-9d08-e12a81657498|3469cbcc-5332-41dc-977a-29cf1b7ef7be|0.17
045f05f2-4ff8-46b2-9d08-e12a81657498|983c2816-a339-4817-97f4-151a9ff3e64d|0.14
0464b062-cea6-4164-b10d-956c61956ae7|76ef0a87-6afe-4560-b5d0-9a086abe45c5|0.20
0464b062-cea6-4164-b10d-956c61956ae7|7754d570-9519-48c2-b1c9-8e165f8bca0f|0.23
0464b062-cea6-4164-b10d-956c61956ae7|8c57af09-719c-42b3-be40-6ed4946236cc|0.20
046574a1-9bb3-4a80-8a7b-83dc7db1dae2|20db07fc-cc02-46aa-a4fc-b3c73ba8fa8f|0.43
046574a1-9bb3-4a80-8a7b-83dc7db1dae2|66dc9349-6ca3-4ce4-9865-40686234d752|0.39
046574a1-9bb3-4a80-8a7b-83dc7db1dae2|87580fa5-39d2-4b7e-9274-b744e684f17c|0.41
0477b9b0-8d2d-4eec-aaad-bac11092e98b|8d3fd879-986d-42e7-bf67-c3c415592fe3|0.36
0477b9b0-8d2d-4eec-aaad-bac11092e98b|c9f6c245-8c66-4b13-9253-9835194abb23|0.29
0477b9b0-8d2d-4eec-aaad-bac11092e98b|df433613-4856-4e50-9be5-7a0ec0f4260a|0.29
04849c5c-9236-4a75-aabb-11c6d03e459c|53d2052f-edc0-4f44-8be1-164526412bfe|0.32
04849c5c-9236-4a75-aabb-11c6d03e459c|579254cf-6d69-4889-9000-9c79dc568644|0.36
04849c5c-9236-4a75-aabb-11c6d03e459c|9e47c727-5718-48f1-a567-6a4c09397a21|0.32
04b52c04-0620-4558-8f89-e252de2963ff|080fc550-b7ca-4576-aaf5-06fffbede994|0.24
04b52c04-0620-4558-8f89-e252de2963ff|6066ed14-ace3-4352-b656-2b621fd7bc88|0.27
04b52c04-0620-4558-8f89-e252de2963ff|bcc2c1db-f969-4355-bebf-4878ff6c2a94|0.33
04ba4d6c-957d-417f-bf63-5b9e015a9f86|2bef94db-0088-4507-982a-2ca717529adb|0.07
04ba4d6c-957d-417f-bf63-5b9e015a9f86|a6a0b60f-08da-4faa-bf54-942987efb471|0.08
04ba4d6c-957d-417f-bf63-5b9e015a9f86|fe0fa514-b48d-4a53-9757-a283c0baacf0|0.06
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b|30f3ea93-882a-4525-841c-1d5b4b64076f|0.56
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b|44e0c015-309d-4f67-98a3-1e036966ed7f|0.34
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b|eda0d957-3c3c-4139-b89a-a18bc9e18897|0.32
0552ff45-b282-455c-b431-fb05a0e00801|1488589a-7b83-471d-b094-492f5616f4e0|0.30
0552ff45-b282-455c-b431-fb05a0e00801|45517bc3-0887-416d-95fe-6ace1b90bddd|0.41
0552ff45-b282-455c-b431-fb05a0e00801|6426ada1-4d8c-4612-99e3-91bc569805ee|0.26
056bef79-c125-47ab-b6b9-8eed05c9458c|2ef000b1-8058-4e5a-9646-c5d4e7dbfdae|0.26
056bef79-c125-47ab-b6b9-8eed05c9458c|c5d36eef-df20-47a8-a332-5b4358fa83e3|0.29
056bef79-c125-47ab-b6b9-8eed05c9458c|d84bf1d7-ef99-40c4-a407-3791d6531b44|0.24
056f1849-7ff8-4d6f-9b8a-176a610bba44|547b304b-9a72-4717-9b24-b7046df5f64e|0.21
056f1849-7ff8-4d6f-9b8a-176a610bba44|b059d331-2dd9-4d7d-923e-1dd029d2e58c|0.27
056f1849-7ff8-4d6f-9b8a-176a610bba44|c822ca35-6c36-4eab-97fa-90f2775091c3|0.21
0599d0e7-398f-464b-97bb-427686f27d50|5efb2c08-ba3a-4659-a2e4-1883f54e77b6|0.30
0599d0e7-398f-464b-97bb-427686f27d50|81f8d141-3f67-4fb0-a349-db0147ef7b3a|0.50
0599d0e7-398f-464b-97bb-427686f27d50|90a73720-642d-4f45-88e7-8f593a5e0df2|0.30
05a06850-d465-481e-9d68-792d4ad1da3e|8a3498c7-470a-4067-b48e-f330d9b702e8|0.34
05a06850-d465-481e-9d68-792d4ad1da3e|e4cdfa86-c3b1-41f1-a4e2-384c73d03bd3|0.34
05a06850-d465-481e-9d68-792d4ad1da3e|fadb09c5-db84-4240-9fd6-68b4c0abeed5|0.41
05a55bb3-68d6-4ff0-83fd-46a68a45a598|04849c5c-9236-4a75-aabb-11c6d03e459c|0.29
05a55bb3-68d6-4ff0-83fd-46a68a45a598|53d2052f-edc0-4f44-8be1-164526412bfe|0.35
05a55bb3-68d6-4ff0-83fd-46a68a45a598|579254cf-6d69-4889-9000-9c79dc568644|0.31
05ae3e87-36ad-428f-a086-8a2ed458db3b|865adac9-9bb7-4680-a13d-62b2942974ac|0.43
05ae3e87-36ad-428f-a086-8a2ed458db3b|a945757e-e171-46a9-847a-13cf04f7cd27|0.41
05ae3e87-36ad-428f-a086-8a2ed458db3b|d63b95e6-cf44-479e-bea2-e93498d171d0|0.41
05ebeb56-6ceb-488d-ba91-ed15088efc8e|2a226be5-6157-49e9-bd4b-e3b46d55c082|0.38
05ebeb56-6ceb-488d-ba91-ed15088efc8e|7c205166-d862-45fc-90e5-58a3aa3721dd|0.38
05ebeb56-6ceb-488d-ba91-ed15088efc8e|b206a740-c7eb-407d-9cdb-93502368c4d8|0.38
05f321f8-055b-407d-bf19-e0ddabda56b7|046574a1-9bb3-4a80-8a7b-83dc7db1dae2|0.31
05f321f8-055b-407d-bf19-e0ddabda56b7|2a22ff9e-de3b-408d-b312-5034896cc4f4|0.27
05f321f8-055b-407d-bf19-e0ddabda56b7|f3fc11ca-9a72-40da-bf0f-b2aab7e33079|0.27
05f6eaeb-b285-46bd-a44a-225bd429e329|34ec79d0-85fb-445a-a5f2-df51b70c6375|0.47
05f6eaeb-b285-46bd-a44a-225bd429e329|7e33b166-4a6d-40f3-8048-83b3a9d3ef49|0.51
05f6eaeb-b285-46bd-a44a-225bd429e329|84dfc210-db07-4a83-87fe-d6131907ea83|0.53
0611f232-b30e-46c7-9c26-2d59b1448e79|11df8941-508c-4103-ad40-52cdf9430a59|0.24
0611f232-b30e-46c7-9c26-2d59b1448e79|441a5b76-2f51-4704-9df7-3b8e715dd3ad|0.30
0611f232-b30e-46c7-9c26-2d59b1448e79|ff656b3a-65a8-4b4f-b04e-9db12936519b|0.24
061f56c6-36eb-4aa7-b5ef-98b7a569da1c|08edf4c5-3551-4690-9d09-f9b8b9194c90|0.41
061f56c6-36eb-4aa7-b5ef-98b7a569da1c|0da2ee5c-b480-498f-97a8-a292a0f4c54c|0.45
061f56c6-36eb-4aa7-b5ef-98b7a569da1c|50b41847-6dad-4a2e-9427-a0374c2963fd|0.45
062d666b-8b5f-4ff2-9047-113831eb3e9f|547b304b-9a72-4717-9b24-b7046df5f64e|0.97
