index	fx	fy	esco_oc_key	preflabel_en	ox_max_prob	ox_avg_prob	ox_label	isco_oc_key_l4	isco_preflabel_l4	isco_oc_key_l3	isco_preflabel_l3	isco_oc_key_l2	isco_preflabel_l2	isco_oc_key_l1	isco_preflabel_l1	oc_key_jv	all_jv	at_jv	be_jv	bg_jv	ch_jv	cy_jv	cz_jv	de_jv	dk_jv	ee_jv	el_jv	es_jv	fi_jv	fr_jv	hr_jv	hu_jv	ie_jv	is_jv	it_jv	li_jv	lt_jv	lu_jv	lv_jv	mt_jv	nl_jv	no_jv	pl_jv	pt_jv	ro_jv	se_jv	si_jv	sk_jv	uk_jv	oc_key_cvdes	all_cvdes	at_cvdes	be_cvdes	bg_cvdes	ch_cvdes	cy_cvdes	cz_cvdes	de_cvdes	dk_cvdes	ee_cvdes	el_cvdes	es_cvdes	fi_cvdes	fr_cvdes	hr_cvdes	hu_cvdes	ie_cvdes	is_cvdes	it_cvdes	li_cvdes	lt_cvdes	lu_cvdes	lv_cvdes	mt_cvdes	nl_cvdes	no_cvdes	pl_cvdes	pt_cvdes	ro_cvdes	se_cvdes	si_cvdes	sk_cvdes	uk_cvdes	oc_key_cvlast	all_cvlast	at_cvlast	be_cvlast	bg_cvlast	ch_cvlast	cy_cvlast	cz_cvlast	de_cvlast	dk_cvlast	ee_cvlast	el_cvlast	es_cvlast	fi_cvlast	fr_cvlast	hr_cvlast	hu_cvlast	ie_cvlast	is_cvlast	it_cvlast	li_cvlast	lt_cvlast	lu_cvlast	lv_cvlast	mt_cvlast	nl_cvlast	no_cvlast	pl_cvlast	pt_cvlast	ro_cvlast	se_cvlast	si_cvlast	sk_cvlast	uk_cvlast
0	1.59693730239	2.94395723227	00030d09-2b3a-4efd-87cc-c4ea39d27c34	technical director	0.31	0.12		C2654	Film, stage and related directors and producers	C265	Creative and performing artists	C26	Legal, social and cultural professionals	C2	Professionals																																																																																																						
1	1.15016299419	2.67700690265	000e93a3-d956-4e45-aacb-f12c83fedf84	metal drawing machine operator	0.91	0.88		C8121	Metal processing plant operators	C812	Metal processing and finishing plant operators	C81	Stationary plant and machine operators	C8	Plant and machine operators and assemblers	000e93a3-d956-4e45-aacb-f12c83fedf84	12431.0	2354.0	118.0	7.0	82.0	3.0	1460.0	1594.0					172.0	2798.0		220.0	37.0					4.0	7.0		325.0	118.0	2138.0	30.0	249.0	371.0	189.0	148.0	7.0	000e93a3-d956-4e45-aacb-f12c83fedf84	134.0	1.0	3.0	3.0		1.0	2.0	4.0		2.0	3.0	15.0	4.0	1.0	12.0	3.0		1.0	28.0				3.0		2.0	1.0	14.0		17.0	3.0	6.0		5.0	000e93a3-d956-4e45-aacb-f12c83fedf84	85.0	2.0	1.0	1.0			1.0	3.0	1.0	2.0		13.0	5.0		3.0				15.0		2.0		2.0		1.0		10.0	3.0	15.0		3.0		2.0
2	1.42419014272	2.46666788796	0019b951-c699-4191-8208-9822882d150c	precision device inspector	0.98	0.98		C7543	Product graders and testers (excluding foods and beverages)	C754	Other craft and related workers	C75	Food processing, wood working, garment and other craft and related trades workers	C7	Craft and related trades workers																																																																																																						
3	1.69978835918	2.48374797484	0022f466-426c-41a4-ac96-a235c945cf97	air traffic safety technician	0.84	0.78		C3155	Air traffic safety electronics technicians	C315	Ship and aircraft controllers and technicians	C31	Science and engineering associate professionals	C3	Technicians and associate professionals	0022f466-426c-41a4-ac96-a235c945cf97	240.0		7.0	7.0			5.0	9.0	2.0	1.0									1.0		1.0		2.0	3.0		3.0	2.0	5.0	56.0	136.0				0022f466-426c-41a4-ac96-a235c945cf97	156.0		3.0	1.0		1.0		2.0				59.0	3.0	5.0	6.0	2.0			48.0		1.0			1.0	1.0		4.0	9.0	4.0				6.0	0022f466-426c-41a4-ac96-a235c945cf97	52.0			1.0				3.0				24.0		2.0	1.0				10.0						4.0			6.0	1.0				
4	1.81082740616	2.61194488073	002da35b-7808-43f3-83bf-63596b8b351f	hospitality revenue manager	0.61	0.32	1.0	C2431	Advertising and marketing professionals	C243	Sales, marketing and public relations professionals	C24	Business and administration professionals	C2	Professionals	002da35b-7808-43f3-83bf-63596b8b351f	203055.0	6160.0	491.0	19.0	240.0		946.0	20896.0	159.0	1.0	1.0	42.0	8696.0	13.0		242.0	63.0		10.0	2.0	1.0	8.0	134.0	88.0	5058.0	982.0	4884.0	428.0	530.0	5405.0	259.0	2.0	147295.0	002da35b-7808-43f3-83bf-63596b8b351f	5242.0	66.0	206.0	84.0	43.0	21.0	65.0	313.0	54.0	19.0	120.0	766.0	112.0	524.0	184.0	141.0	47.0	4.0	1425.0	1.0	41.0	23.0	25.0	7.0	132.0	38.0	114.0	166.0	148.0	91.0	65.0	18.0	179.0	002da35b-7808-43f3-83bf-63596b8b351f	2562.0	30.0	104.0	48.0	23.0	4.0	24.0	166.0	30.0	8.0	76.0	386.0	40.0	326.0	67.0	62.0	13.0	3.0	615.0		22.0	11.0	9.0	3.0	67.0	13.0	53.0	82.0	99.0	53.0	29.0	10.0	86.0
5	1.52295848817	2.73612162565	0044c991-c26f-4261-a213-4bd1c0564a4c	medical laboratory assistant	0.9	0.69		C3212	Medical and pathology laboratory technicians	C321	Medical and pharmaceutical technicians	C32	Health associate professionals	C3	Technicians and associate professionals	0044c991-c26f-4261-a213-4bd1c0564a4c	12610.0	237.0	255.0	3.0	109.0		214.0	4269.0	2.0				824.0	3477.0		15.0	1.0					17.0	19.0	4.0	27.0	1061.0	45.0	44.0	6.0	1890.0	91.0			0044c991-c26f-4261-a213-4bd1c0564a4c	807.0	4.0	20.0	7.0	5.0	3.0	5.0	22.0	1.0	2.0	37.0	263.0	6.0	15.0	25.0	4.0	6.0		224.0		4.0		1.0	1.0	11.0	2.0	21.0	67.0	5.0	10.0	11.0	2.0	23.0	0044c991-c26f-4261-a213-4bd1c0564a4c	289.0	2.0	7.0	7.0	4.0	4.0		7.0	1.0	3.0	18.0	78.0	3.0	6.0	20.0		1.0		75.0		3.0			1.0	4.0		10.0	16.0	5.0	1.0	5.0	1.0	7.0
6	1.40073486573	2.336157447	00634fc4-802a-461b-8af0-499273756f99	asphalt laboratory technician	0.24	0.24		C3116	Chemical engineering technicians	C311	Physical and engineering science technicians	C31	Science and engineering associate professionals	C3	Technicians and associate professionals																																																																																																						
7	1.89674055619	3.00270618548	00674f21-2f8f-4a41-9896-133f7cbe2a6e	primary school teaching assistant	0.56	0.56		C5312	Teachers’ aides	C531	Child care workers and teachers’ aides	C53	Personal care workers	C5	Service and sales workers	00674f21-2f8f-4a41-9896-133f7cbe2a6e	19794.0	18.0	72.0	224.0			904.0	575.0	3.0				1584.0	3457.0		56.0	1.0					1.0	226.0	91.0	66.0	1325.0	1502.0	24.0	130.0	9255.0	280.0			00674f21-2f8f-4a41-9896-133f7cbe2a6e	460.0	4.0	16.0	7.0	4.0	1.0	8.0	10.0		5.0	18.0	128.0	9.0	27.0	13.0	14.0	1.0		68.0		5.0		1.0		4.0	5.0	40.0	33.0	4.0	1.0	11.0	5.0	18.0	00674f21-2f8f-4a41-9896-133f7cbe2a6e	240.0		5.0	1.0	4.0	1.0	2.0	4.0	4.0	1.0	8.0	66.0	5.0	21.0	7.0	6.0	2.0		48.0			1.0	1.0	2.0	2.0	3.0	6.0	17.0	1.0	8.0	3.0	1.0	10.0
8	2.03448583499	2.38441908847	006cc1f9-2841-41c3-991a-dc3f2f3bd533	physiotherapist	0.021	0.02		C2264	Physiotherapists	C226	Other health professionals	C22	Health professionals	C2	Professionals	006cc1f9-2841-41c3-991a-dc3f2f3bd533	52307.0	1420.0	2323.0	59.0	327.0	30.0	251.0	32258.0				25.0	1295.0	4664.0		82.0	6.0		1.0	1.0		3.0	163.0	3.0	120.0	1322.0	1847.0	113.0	401.0	4817.0	547.0		229.0	006cc1f9-2841-41c3-991a-dc3f2f3bd533	490.0	5.0	5.0	15.0	3.0	1.0	4.0	16.0	4.0	2.0	22.0	73.0	6.0	2.0	105.0	4.0	1.0	1.0	105.0		4.0				4.0	2.0	36.0	23.0	29.0	1.0	2.0	3.0	12.0	006cc1f9-2841-41c3-991a-dc3f2f3bd533	464.0	3.0	3.0	11.0	2.0	1.0	5.0	15.0	1.0	1.0	23.0	81.0	4.0	1.0	103.0	6.0	1.0	1.0	95.0		4.0	1.0		1.0	5.0	2.0	30.0	24.0	24.0	2.0	3.0	4.0	7.0
9	1.78088951075	2.95397348388	00747307-6341-4266-a061-25416f7c6a96	performing arts theatre instructor				C2310	University and higher education teachers	C231	University and higher education teachers	C23	Teaching professionals	C2	Professionals																																																																																																						
10	1.72326943944	2.17900182779	0085f271-5999-4d42-b879-75c3b4269883	hydrogenation machine operator	0.93	0.82		C8160	Food and related products machine operators	C816	Food and related products machine operators	C81	Stationary plant and machine operators	C8	Plant and machine operators and assemblers	0085f271-5999-4d42-b879-75c3b4269883	71416.0	996.0	135.0	107.0	50.0	2.0	1153.0	6116.0	2.0	1.0			1574.0	16028.0		313.0	21.0					10.0	105.0	15.0	5619.0	328.0	2795.0	259.0	911.0	679.0	33.0		34164.0	0085f271-5999-4d42-b879-75c3b4269883	741.0	2.0	4.0	23.0	2.0		16.0	27.0	1.0	2.0	23.0	108.0	7.0	9.0	37.0	17.0	2.0	2.0	234.0		8.0		2.0	1.0	7.0	6.0	35.0	27.0	95.0	3.0	16.0	8.0	17.0	0085f271-5999-4d42-b879-75c3b4269883	344.0	2.0	1.0	9.0			3.0	10.0		1.0	9.0	50.0	4.0	9.0	14.0	9.0	3.0	2.0	127.0		3.0		2.0		6.0	2.0	21.0	17.0	22.0	3.0	2.0	2.0	11.0
11	1.64752394465	2.21085992399	0090dd54-057a-4f65-bbe8-f74c4999e8e8	pasta operator	0.93	0.82		C8160	Food and related products machine operators	C816	Food and related products machine operators	C81	Stationary plant and machine operators	C8	Plant and machine operators and assemblers	0090dd54-057a-4f65-bbe8-f74c4999e8e8	71416.0	996.0	135.0	107.0	50.0	2.0	1153.0	6116.0	2.0	1.0			1574.0	16028.0		313.0	21.0					10.0	105.0	15.0	5619.0	328.0	2795.0	259.0	911.0	679.0	33.0		34164.0	0090dd54-057a-4f65-bbe8-f74c4999e8e8	741.0	2.0	4.0	23.0	2.0		16.0	27.0	1.0	2.0	23.0	108.0	7.0	9.0	37.0	17.0	2.0	2.0	234.0		8.0		2.0	1.0	7.0	6.0	35.0	27.0	95.0	3.0	16.0	8.0	17.0	0090dd54-057a-4f65-bbe8-f74c4999e8e8	344.0	2.0	1.0	9.0			3.0	10.0		1.0	9.0	50.0	4.0	9.0	14.0	9.0	3.0	2.0	127.0		3.0		2.0		6.0	2.0	21.0	17.0	22.0	3.0	2.0	2.0	11.0
12	1.92196448776	2.47182307651	00913533-5237-4870-9003-d1cb806603c9	tobacco shop manager	0.16	0.16		C1420	Retail and wholesale trade managers	C142	Retail and wholesale trade managers	C14	Hospitality, retail and other services managers	C1	Managers																																																																																																						
13	2.01871511576	2.25809021536	009d29de-5872-43be-8d9b-abd27f8c99f1	rental service representative in other machinery, equipment and tangible goods	0.97	0.97		C5249	Sales workers not elsewhere classified	C524	Other sales workers	C52	Sales workers	C5	Service and sales workers																																																																																																						
14	1.47715155514	2.45859977712	00ab29a3-6d4a-4df9-b46d-de31069e36e8	mine surveyor	0.88	0.63	1.0	C2165	Cartographers and surveyors	C216	Architects, planners, surveyors and designers	C21	Science and engineering professionals	C2	Professionals																																																																																																						
15	1.64857918885	2.06357858242	00ab5610-e715-428f-99f6-b1e5e469dbcd	food safety specialist	0.17	0.11		C2263	Environmental and occupational health and hygiene professionals	C226	Other health professionals	C22	Health professionals	C2	Professionals	00ab5610-e715-428f-99f6-b1e5e469dbcd	4634.0	51.0	354.0	3.0	9.0		58.0	151.0	12.0				68.0	2685.0		5.0			7.0			26.0	15.0		11.0	32.0	252.0	125.0	114.0	418.0	52.0	105.0	81.0	00ab5610-e715-428f-99f6-b1e5e469dbcd	524.0	2.0	14.0	3.0	2.0		2.0	24.0	1.0	1.0	11.0	196.0	2.0	32.0	12.0	12.0	3.0		70.0		3.0			1.0	1.0	6.0	10.0	66.0	17.0	12.0	2.0	1.0	18.0	00ab5610-e715-428f-99f6-b1e5e469dbcd	112.0		2.0	1.0	1.0	1.0		3.0		1.0	3.0	46.0		10.0	4.0	3.0			12.0		1.0				1.0	1.0	3.0	8.0	7.0	1.0			3.0
16	1.56288490518	2.64486784364	00c8d1cf-24f2-47d1-9f10-765e1c102811	land-based machinery technician	0.88	0.62		C7233	Agricultural and industrial machinery mechanics and repairers	C723	Machinery mechanics and repairers	C72	Metal, machinery and related trades workers	C7	Craft and related trades workers	00c8d1cf-24f2-47d1-9f10-765e1c102811	314228.0	10381.0	42475.0	127.0	2109.0	10.0	2974.0	178912.0	48.0			6.0	2375.0	25374.0	3.0	1222.0	45.0		6.0	7.0	307.0	177.0	234.0	7.0	33133.0	1203.0	4156.0	410.0	4171.0	3373.0	909.0	65.0	9.0	00c8d1cf-24f2-47d1-9f10-765e1c102811	309.0	1.0	4.0	18.0			4.0	14.0		2.0	10.0	72.0	2.0	8.0	24.0	7.0	3.0		57.0		2.0		1.0		2.0	2.0	42.0	6.0	17.0	3.0	1.0	1.0	6.0	00c8d1cf-24f2-47d1-9f10-765e1c102811	200.0		2.0	5.0			4.0	15.0			6.0	56.0	3.0	8.0	16.0	6.0	1.0		33.0		2.0	1.0	1.0		5.0		14.0	4.0	12.0	2.0	1.0	2.0	1.0
17	1.8152117859	2.49213920682	00cee175-1376-43fb-9f02-ba3d7a910a58	bus driver	0.89	0.61	1.0	C8331	Bus and tram drivers	C833	Heavy truck and bus drivers	C83	Drivers and mobile plant operators	C8	Plant and machine operators and assemblers	00cee175-1376-43fb-9f02-ba3d7a910a58	53936.0	1426.0	1925.0	714.0	41.0	2.0	1111.0	10785.0	13.0	108.0	97.0	36.0	619.0	13359.0	1.0	240.0	226.0	17.0	381.0		84.0	6.0	113.0	58.0	2741.0	386.0	4042.0	329.0	1917.0	649.0	210.0		12300.0	00cee175-1376-43fb-9f02-ba3d7a910a58	535.0		5.0	21.0	3.0	2.0	10.0	21.0	1.0	6.0	41.0	148.0	5.0	13.0	41.0	11.0	3.0	4.0	69.0		10.0		3.0	2.0	2.0	2.0	41.0	24.0	21.0	7.0	3.0	1.0	15.0	00cee175-1376-43fb-9f02-ba3d7a910a58	286.0		1.0	9.0	1.0		7.0	12.0	1.0	2.0	18.0	65.0	5.0	9.0	26.0	11.0	1.0	1.0	38.0		5.0				1.0	3.0	26.0	15.0	14.0	2.0	3.0	1.0	9.0
18	1.89560799309	2.11998353305	00fdad73-4551-4e43-b256-1d4a3759db1e	import export manager in meat and meat products	0.59	0.59	0.0	C1324	Supply, distribution and related managers	C132	Manufacturing, mining, construction, and distribution managers	C13	Production and specialised services managers	C1	Managers																																																																																																						
19	1.8780244595	2.71943906229	01205776-db8d-4588-a6a6-56d0b9c660a9	housing policy officer	0.23	0.23		C2422	Policy administration professionals	C242	Administration professionals	C24	Business and administration professionals	C2	Professionals																																																																																																						
20	2.06102029845	2.60021283328	01484951-15e6-4b88-a20f-1201868d36a0	head chef	0.63	0.37	0.0	C3434	Chefs	C343	Artistic, cultural and culinary associate professionals	C34	Legal, social, cultural and related associate professionals	C3	Technicians and associate professionals																																																																																																						
21	1.00044919961	2.91830501768	0152b59d-5005-470c-9273-ef321477d8dc	nonwoven filament machine operator	0.9	0.85		C8131	Chemical products plant and machine operators	C813	Chemical and photographic products plant and machine operators	C81	Stationary plant and machine operators	C8	Plant and machine operators and assemblers	0152b59d-5005-470c-9273-ef321477d8dc	42324.0	167.0	8584.0	52.0	156.0		562.0	15935.0	12.0	44.0			148.0	4795.0		97.0			975.0		1.0	8.0	19.0	15.0	7378.0	115.0	868.0	34.0	375.0	690.0	63.0	155.0	1076.0	0152b59d-5005-470c-9273-ef321477d8dc	212.0		3.0	7.0		1.0		9.0	1.0		2.0	35.0	3.0	5.0	8.0	5.0	3.0	1.0	55.0		4.0		1.0	1.0	2.0		9.0	9.0	32.0		10.0	1.0	5.0	0152b59d-5005-470c-9273-ef321477d8dc	126.0	2.0		2.0	1.0			3.0	3.0		1.0	20.0	3.0	5.0	5.0	3.0	4.0	1.0	40.0		4.0				3.0		8.0	2.0	4.0	1.0	7.0		4.0
22	1.83622718061	2.77147205049	01649ae9-22ee-4dba-83a8-3a2c51fbbe95	head of higher education institutions	0.01	0.01		C1345	Education managers	C134	Professional services managers	C13	Production and specialised services managers	C1	Managers																																																																																																						
23	1.35886903452	2.27353766462	0181835d-dd00-49e2-9fc4-e1382a65957f	insulation supervisor	0.17	0.17		C3123	Construction supervisors	C312	Mining, manufacturing and construction supervisors	C31	Science and engineering associate professionals	C3	Technicians and associate professionals																																																																																																						
24	1.59875865477	2.57012260641	01989dd8-36c0-43cc-a82d-2bfc409de9c4	dismantling engineer	0.07	0.03		C2149	Engineering professionals not elsewhere classified	C214	Engineering professionals (excluding electrotechnology)	C21	Science and engineering professionals	C2	Professionals	01989dd8-36c0-43cc-a82d-2bfc409de9c4	37904.0	856.0	857.0	15.0	139.0	2.0	1060.0	17092.0	164.0			2.0	1757.0	13.0		354.0	34.0		2.0	3.0		50.0	44.0	5.0	46.0	317.0	1285.0	154.0	373.0	1779.0	137.0	1.0	11363.0	01989dd8-36c0-43cc-a82d-2bfc409de9c4	798.0	6.0	16.0	3.0	4.0	1.0	6.0	52.0	1.0	2.0	17.0	125.0	24.0	60.0	45.0	26.0	3.0		228.0		2.0		2.0	1.0	15.0	8.0	22.0	41.0	32.0	14.0	26.0	2.0	14.0	01989dd8-36c0-43cc-a82d-2bfc409de9c4	350.0	1.0	6.0	4.0	1.0	1.0	2.0	34.0	1.0	2.0	12.0	58.0	3.0	36.0	22.0	8.0	1.0		71.0				1.0		10.0	4.0	11.0	20.0	24.0	2.0	7.0		8.0
25	1.81371691163	2.71932332689	01a83071-6533-4675-b2da-f0c6d02669f5	insurance claims handler	0.98	0.95	1.0	C3315	Valuers and loss assessors	C331	Financial and mathematical associate professionals	C33	Business and administration associate professionals	C3	Technicians and associate professionals	01a83071-6533-4675-b2da-f0c6d02669f5	18303.0	39.0	2186.0		1.0		10.0	355.0					96.0			23.0	2.0		2.0			2.0	18.0		402.0	28.0	74.0	3.0	8.0	357.0	9.0		14688.0	01a83071-6533-4675-b2da-f0c6d02669f5	43.0		1.0			2.0					3.0	11.0	1.0		1.0		1.0		14.0								2.0	4.0	2.0	1.0				01a83071-6533-4675-b2da-f0c6d02669f5	29.0		1.0	1.0	1.0	2.0					2.0	5.0	1.0	1.0	2.0				7.0		1.0							2.0	1.0		1.0		1.0
26	0.805525749315	3.00449882701	01bcac9f-7881-4664-bd63-dea700e3b117	clothing development manager	0.018	0.02		C1223	Research and development managers	C122	Sales, marketing and development managers	C12	Administrative and commercial managers	C1	Managers																																																																																																						
27	1.35810126681	2.57278144094	01da600c-ddb3-4a37-95e9-5301b459ae90	nitroglycerin separator operator	0.9	0.85		C8131	Chemical products plant and machine operators	C813	Chemical and photographic products plant and machine operators	C81	Stationary plant and machine operators	C8	Plant and machine operators and assemblers	01da600c-ddb3-4a37-95e9-5301b459ae90	42324.0	167.0	8584.0	52.0	156.0		562.0	15935.0	12.0	44.0			148.0	4795.0		97.0			975.0		1.0	8.0	19.0	15.0	7378.0	115.0	868.0	34.0	375.0	690.0	63.0	155.0	1076.0	01da600c-ddb3-4a37-95e9-5301b459ae90	212.0		3.0	7.0		1.0		9.0	1.0		2.0	35.0	3.0	5.0	8.0	5.0	3.0	1.0	55.0		4.0		1.0	1.0	2.0		9.0	9.0	32.0		10.0	1.0	5.0	01da600c-ddb3-4a37-95e9-5301b459ae90	126.0	2.0		2.0	1.0			3.0	3.0		1.0	20.0	3.0	5.0	5.0	3.0	4.0	1.0	40.0		4.0				3.0		8.0	2.0	4.0	1.0	7.0		4.0
28	1.53890150281	2.62190495467	01ffb917-98dc-48c1-91ad-93c4104e791d	biomedical engineer	0.07	0.03		C2149	Engineering professionals not elsewhere classified	C214	Engineering professionals (excluding electrotechnology)	C21	Science and engineering professionals	C2	Professionals																																																																																																						
29	2.01945862191	2.74185520724	021663ca-a367-472e-a1f0-6d8ab5b2d860	legal guardian	0.25	0.04	0.0	C2635	Social work and counselling professionals	C263	Social and religious professionals	C26	Legal, social and cultural professionals	C2	Professionals																																																																																																						
30	1.16930704997	2.94366194905	02375132-3290-4221-bf55-d93ec61a3bf3	weaver	0.52	0.52		C7318	Handicraft workers in textile, leather and related materials	C731	Handicraft workers	C73	Handicraft and printing workers	C7	Craft and related trades workers	02375132-3290-4221-bf55-d93ec61a3bf3	5734.0	8.0	1036.0	678.0	6.0		265.0	177.0		14.0	9.0		2.0	1906.0		52.0			57.0		50.0		23.0		11.0	34.0	393.0	31.0	670.0	12.0			300.0	02375132-3290-4221-bf55-d93ec61a3bf3	84.0	1.0	1.0	3.0	1.0			1.0			3.0	9.0	2.0	1.0	6.0	2.0		1.0	36.0					1.0			3.0	4.0	4.0		3.0	1.0	1.0	02375132-3290-4221-bf55-d93ec61a3bf3	29.0			1.0								4.0		1.0	2.0	2.0	1.0		14.0								1.0	1.0			1.0		1.0
31	1.30173626645	2.26610028662	02447817-ea01-4d8b-b09c-8bc128e447e6	tile fitter	0.87	0.82		C7122	Floor layers and tile setters	C712	Building finishers and related trades workers	C71	Building and related trades workers, excluding electricians	C7	Craft and related trades workers	02447817-ea01-4d8b-b09c-8bc128e447e6	81089.0	5071.0	3344.0	87.0	3045.0		560.0	36103.0	95.0	50.0	17.0	23.0	1630.0	16726.0	1.0	758.0	90.0	2.0	75.0	4.0	29.0	173.0	48.0	64.0	4998.0	414.0	4195.0	426.0	1296.0	616.0	674.0	198.0	277.0	02447817-ea01-4d8b-b09c-8bc128e447e6	133.0		1.0	5.0	1.0		3.0	8.0			3.0	6.0	1.0	1.0	11.0	5.0	2.0		39.0		2.0						13.0	3.0	21.0	1.0	2.0		5.0	02447817-ea01-4d8b-b09c-8bc128e447e6	111.0			4.0	2.0		3.0	8.0	1.0		4.0	5.0		3.0	5.0	3.0	3.0		40.0				1.0	2.0	2.0		7.0	2.0	12.0		3.0		1.0
32	1.93361351289	2.44177464773	0249b723-1d20-4ff9-8623-d20b98d0b4a4	shoe and leather accessoires shop manager	0.16	0.16		C1420	Retail and wholesale trade managers	C142	Retail and wholesale trade managers	C14	Hospitality, retail and other services managers	C1	Managers																																																																																																						
33	1.73387061375	2.59791759499	02609ece-cea3-43fa-bf38-b6fb821f28b2	tour operators manager	0.57	0.3	1.0	C3339	Business services agents not elsewhere classified	C333	Business services agents	C33	Business and administration associate professionals	C3	Technicians and associate professionals	02609ece-cea3-43fa-bf38-b6fb821f28b2	78690.0	12.0	101.0	101.0	14.0	61.0	5155.0	4437.0	248.0	133.0	32.0	21.0	609.0	3542.0	1.0	642.0	26.0		17.0		172.0	1.0	183.0	1.0	1312.0	42.0	733.0	87.0	2285.0	3883.0	61.0	1.0	54777.0	02609ece-cea3-43fa-bf38-b6fb821f28b2	1533.0	24.0	56.0	42.0	9.0	9.0	28.0	123.0	9.0	7.0	54.0	269.0	67.0	94.0	57.0	55.0	15.0	1.0	213.0		33.0	1.0	10.0	4.0	53.0	16.0	38.0	45.0	94.0	26.0	17.0	6.0	58.0	02609ece-cea3-43fa-bf38-b6fb821f28b2	660.0	14.0	23.0	12.0	5.0	1.0	14.0	54.0	4.0		20.0	104.0	14.0	46.0	29.0	22.0	9.0	1.0	95.0		15.0	2.0	4.0	4.0	24.0	1.0	16.0	22.0	61.0	13.0	7.0	3.0	21.0
34	1.38664195069	2.91670089337	026401a9-7d56-4d7b-8052-38985ddbeafa	bee breeder	0.95	0.76		C6123	Apiarists and sericulturists	C612	Animal producers	C61	Market-oriented skilled agricultural workers	C6	Skilled agricultural, forestry and fishery workers	026401a9-7d56-4d7b-8052-38985ddbeafa	675.0	3.0	3.0	10.0		3.0	8.0	20.0					1.0	209.0		2.0			14.0		1.0	1.0	7.0	1.0			20.0	10.0	14.0	2.0			346.0	026401a9-7d56-4d7b-8052-38985ddbeafa	24.0			2.0							2.0	1.0			2.0	1.0			4.0				1.0				1.0		8.0		2.0			026401a9-7d56-4d7b-8052-38985ddbeafa	12.0											1.0		1.0		1.0			4.0								1.0		4.0				
35	1.8846290179	2.8385222306	0264b794-3771-47aa-a675-78bf13b62ee7	legal administrative assistant	0.98	0.98		C3342	Legal secretaries	C334	Administrative and specialised secretaries	C33	Business and administration associate professionals	C3	Technicians and associate professionals	0264b794-3771-47aa-a675-78bf13b62ee7	95583.0	990.0	27662.0		13.0		183.0	31649.0	3.0			4.0	46.0	4.0		34.0						12.0		1.0	198.0	45.0	89.0	68.0	4.0	65.0			34513.0	0264b794-3771-47aa-a675-78bf13b62ee7	297.0	3.0	9.0	6.0	2.0	1.0	2.0	11.0	3.0	1.0	17.0	22.0	5.0	8.0	11.0	7.0	4.0		107.0		1.0	3.0			8.0		11.0	10.0	21.0	4.0	2.0	1.0	17.0	0264b794-3771-47aa-a675-78bf13b62ee7	123.0	2.0	3.0	3.0	1.0	1.0	2.0	5.0			5.0	16.0	4.0	3.0	3.0	3.0	1.0		43.0		1.0	1.0		1.0	6.0	1.0	2.0	5.0	6.0	1.0	1.0		3.0
36	1.4955500805	2.36496760302	026a5233-cad9-4b1d-8852-22c2685ab34e	petroleum pump system operator	0.91	0.83		C3134	Petroleum and natural gas refining plant operators	C313	Process control technicians	C31	Science and engineering associate professionals	C3	Technicians and associate professionals	026a5233-cad9-4b1d-8852-22c2685ab34e	115.0						2.0			1.0			25.0										5.0			41.0	3.0		35.0		3.0			026a5233-cad9-4b1d-8852-22c2685ab34e	93.0			1.0		3.0		2.0	3.0		5.0	17.0	1.0	2.0	13.0				18.0		2.0				1.0	2.0	3.0	4.0	8.0		1.0		7.0	026a5233-cad9-4b1d-8852-22c2685ab34e	18.0							3.0			1.0	2.0			3.0	1.0			2.0					1.0		1.0			4.0				
37	0.769229732441	2.97180916634	029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3	protective clothing apparel manufacturer	0.89	0.89	1.0	C8153	Sewing machine operators	C815	Textile, fur and leather products machine operators	C81	Stationary plant and machine operators	C8	Plant and machine operators and assemblers																																																																																																						
38	1.14508162269	2.65935753327	02b5b7b0-b856-4ac7-924c-8c35c7880b2a	coating machine operator	0.92	0.88		C8122	Metal finishing, plating and coating machine operators	C812	Metal processing and finishing plant operators	C81	Stationary plant and machine operators	C8	Plant and machine operators and assemblers	02b5b7b0-b856-4ac7-924c-8c35c7880b2a	22894.0	219.0	1770.0	7.0	102.0	1.0	526.0	8488.0					152.0	9877.0		373.0						22.0	41.0	11.0	158.0	4.0	256.0	150.0	173.0	184.0	51.0		329.0	02b5b7b0-b856-4ac7-924c-8c35c7880b2a	19.0						2.0	2.0				2.0	3.0		2.0	1.0			1.0								2.0		2.0		2.0			02b5b7b0-b856-4ac7-924c-8c35c7880b2a	13.0	1.0			1.0	1.0						3.0	1.0		2.0	1.0											1.0	1.0			1.0		
